Author_ID;Original_Name;Standardized_Name;Number_of_papers
6343;Sedraoui, M.;Sedraoui, M.;1
6344;Seehapan, P.;Seehapan, P.;1
6345;Seema, B.;Seema, B.;1
6346;Séguier, R.;Séguier, R.;1
6347;Segura, E.;Segura, E.C.;1
6348;Segura, E.C.;Segura, E.C.;1
6349;Sei-Ichiro, K.;Sei-Ichiro, K.;1
6350;Seijas, L.;Seijas, L.;1
6351;Seijas, L.M.;Seijas, L.M.;3
6352;Seiler, R.;Seiler, R.;1
6353;Sein, M.M.;Sein, M.M.;2
6354;Seiya, S.;Seiya, S.;1
6355;Sekhar, V.C.;Sekhar, V.C.;1
6356;Seki, Y.;Seki, Y.;1
6357;Sekiya, H.;Sekiya, H.;1
6358;Selikhanovich, A.M.;Selikhanovich, A.M.;2
6359;Sellahewa, H.;Sellahewa, H.;1
6360;Sellami, M.;Sellami, M.;7
6361;Selvakani, K.;Selvakani, K.;1
6362;Sempere, J.M.;Sempere, J.M.;1
6363;Semura, T.;Semura, T.;1
6364;Sen, A.;Sen, A.;2
6365;Sen, P.K.;Sen, P.K.;1
6366;Sen, S.;Sen, S.;1
6367;Senapati, D.;Senapati, D.;1
6368;Senatore, R.;Senatore, R.;1
6369;Senda, S.;Senda, S.;2
6370;Seneviratne, L.;Seneviratne, L.;1
6371;Seneviratne, S.;Seneviratne, S.;1
6372;Sengupta, A.;Sengupta, A.;1
6373;Seni, G.;Seni, Giovanni;1
6374;Seni, Giovanni;Seni, Giovanni;1
6375;Senior, A.W.;Senior, A.W.;1
6376;Senior, Andrew;Senior, Andrew;1
6377;Senouci, M.;Senouci, M.;3
6378;Seo, J.;Seo, J.;1
6379;Seo, K.;Seo, K.;1
6380;Seo, Kukhwan;Seo, Kukhwan;1
6381;Seo, W.;Seo, W.;3
6382;Seong, C.C.;Seong, C.C.;1
6383;Serdouk, Y.;Serdouk, Y.;10
6384;Seremet, Z.;Seremet, Z.;1
6385;Seresangtakul, P.;Seresangtakul, P.;1
6386;Serfass, D.;Serfass, D.;1
6387;Serhiienko, A.;Serhiienko, A.;1
6388;Seridi, H.;Seridi, H.;6
6389;Seropian, A.;Seropian, A.;1
6390;Serrano, N.;Serrano, N.;10
6391;Serrao, R.;Serrao, R.;1
6392;Sesa-Nogueras, E.;Sesa-Nogueras, E.;2
6393;Sesmero, M.P.;Sesmero, M.P.;3
6394;Seth, S.;Seth, S.;1
6395;Sethi, I.K.;Sethi, I.K.;3
6396;Sethi, R.;Sethi, R.;1
6397;Sethi, S.;Sethi, S.;1
6398;Sethy, A.;Sethy, A.;9
6399;Setiadi, D.R.I.M.;Setiadi, D.R.I.M.;2
6400;Setiawan, H.;Setiawan, H.;1
6401;Setitra, I.;Setitra, I.;3
6402;Setlur, S.;Setlur, S.;3
6403;Setyati, E.;Setyati, E.;1
6404;Seuret, M.;Seuret, M.;1
6405;Seychell, D.;Seychell, D.;2
6406;Seyyedsalehi, S.A.;Seyyedsalehi, S.A.;1
6407;Sfikas, G.;Sfikas, G.;3
6408;Sfregola, D.;Sfregola, D.;1
6409;Sgarbas, K.;Sgarbas, K.;1
6410;Sgurev, V.;Sgurev, V.;1
6411;Shaafi, A.I.;Shaafi, A.I.;1
6412;Shabani, S.;Shabani, S.;1
6413;Shabini, F.;Shabini, F.;1
6414;Shafait, F.;Shafait, F.;1
6415;Shafarenko, A.;Shafarenko, A.;1
6416;Shafin, M.K.;Shafin, M.K.;1
6417;Shah, F.M.;Shah, F.M.;1
6418;Shah, H.;Shah, H.;2
6419;Shah, K.;Shah, K.;1
6420;Shah, K.R.;Shah, K.R.;1
6421;Shah, M.I.;Shah, M.I.;1
6422;Shahabi, F.;Shahabi, F.;1
6423;Shahamat, P.;Shahamat, P.;1
6424;Shahhoseini, A.;Shahhoseini, A.;1
6425;Shahmoradi, S.;Shahmoradi, S.;1
6426;Shahriar, S.;Shahriar, S.;1
6427;Shaiban, S.M.;Shaiban, S.M.;1
6428;Shaik, M.A.B.;Shaik, M.A.B.;1
6429;Shaikh, M.A.;Shaikh, M.A.;1
6430;Shaikh, S.;Shaikh, S.;1
6431;Shajan, A.;Shajan, A.;1
6432;Shakil, A.;Shakil, A.;1
6433;Shakoori, R.;Shakoori, R.;1
6434;Shakunthala, B.S.;Shakunthala, B.S.;2
6435;Shalaby, H.;Shalaby, H.;1
6436;Shalika;Shalika;1
6437;Shamauddin, S.M.;Shamauddin, S.M.;1
6438;Shamim, S.M.;Shamim, S.M.;1
6439;Shamis, Alexander;Shamis, Alexander;1
6440;Shammakhi, M.H.;Shammakhi, M.H.;1
6441;Shams, M.;Shams, M.;1
6442;Shamsuddin, M.R.;Shamsuddin, M.R.;1
6443;Shamsuddin, S.M.;Shamsuddin, S.M.;5
6444;Shamsudin, S.M.;Shamsuddin, S.M.;1
6445;Shanableh, T.;Shanableh, T.;1
6446;Shanbehzadeh, J.;Shanbehzadeh, J.;2
6447;Shang, G.;Shang, G.;1
6448;Shang, M.;Shang, M.;1
6449;Shang, Z.-W.;Shang, Z.-W.;2
6450;Shanjana, C.;Shanjana, C.;1
6451;Shanmugavadivu, P.;Shanmugavadivu, P.;1
6452;Shanmugavel, S.;Shanmugavel, S.;1
6453;Shanthi, N.;Shanthi, N.;2
6454;Shanthi, V.;Shanthi, V.;1
6455;Shao, X.-H.;Shao, X.-H.;1
6456;Shao, Y.;Shao, Y.;4
6457;Shao, Y.-X.;Shao, Y.-X.;1
6458;Shapiro, V.;Shapiro, V.;1
6459;Shapran, O.;Shapran, O.;1
6460;Sharada, B.;Sharada, B.;4
6461;Sharan, Amit;Sharan, Amit;1
6462;Sharieh, A.;Sharieh, A.;1
6463;Sharifizadeh, F.;Sharifizadeh, F.;2
6464;Sharifizadehi, F.;Sharifizadehi, F.;1
6465;Sharipov, R.;Sharipov, R.;1
6466;Sharma, A.;Sharma, A.;5
6467;Sharma, A.K.;Sharma, A.K.;3
6468;Sharma, D.V.;Sharma, D.V.;2
6469;Sharma, G.N.;Sharma, G.N.;2
6470;Sharma, K.;Sharma, K.;1
6471;Sharma, M.K.;Sharma, M.K.;4
6472;Sharma, N.;Sharma, N.;7
6473;Sharma, P.;Sharma, P.;1
6474;Sharma, P.K.;Sharma, P.K.;1
6475;Sharma, R.;Sharma, R.K.;1
6476;Sharma, R.K.;Sharma, R.K.;17
6477;Sharma, R.S.;Sharma, R.S.;1
6478;Sharma, S.;Sharma, S.;2
6479;Sharma, Y.K.;Sharma, Y.K.;1
6480;Shartle, G.F.;Shartle, G.F.;1
6481;Shashikiran, K.;Shashikiran, K.;1
6482;Shastri, L.;Shastri, L.;2
6483;Shastri, Lokendra;Shastri, L.;1
6484;Shaswat, K.;Shaswat, K.;1
6485;Shatnawi, M.;Shatnawi, M.;2
6486;Shaukat, Z.;Shaukat, Z.;3
6487;Shaw, B.;Shaw, B.;7
6488;Shawon, A.;Shawon, A.;1
6489;Shayegan, M.A.;Shayegan, M.A.;2
6490;Shayganfar, M.;Shayganfar, M.;1
6491;She, W.;She, W.;1
6492;Sheikh, A.;Sheikh, A.;1
6493;Sheikh, A.A.;Sheikh, A.A.;1
6494;Sheikh, R.;Sheikh, R.;1
6495;Sheikh, U.;Sheikh, U.;1
6496;Shelke, S.;Shelke, S.;7
6497;Shelupanov, A.;Shelupanov, A.;1
6498;Shen, C.;Shen, C.;1
6499;Shen, D.;Shen, D.;1
6500;Shen, F.;Shen, F.;2
6501;Shen, F.-S.;Shen, F.-S.;1
6502;Shen, K.-M.;Shen, K.-M.;1
6503;Shen, P.;Shen, P.;2
6504;Shen, Q.;Shen, Q.;2
6505;Shen, S.-S.;Shen, S.-S.;1
6506;Shen, Xuan-Jing;Shen, Xuan-Jing;1
6507;Shen, Y.;Shen, Y.;2
6508;Shen, Z.;Shen, Z.;1
6509;Sheng, B.;Sheng, B.;1
6510;Sheng, J.-D.;Sheng, J.-D.;1
6511;Shenoy, G.;Shenoy, G.;1
6512;Sherkat, N.;Sherkat, N.;6
6513;Shetty, S.;Shetty, S.;2
6514;Sheu, C.-C.;Sheu, C.-C.;2
6515;Sheu, Chung-Chieh;Sheu, C.-C.;1
6516;Sheu, J.-S.;Sheu, J.-S.;3
6517;Shi, Bingxue;Shi, Bingxue;4
6518;Shi, C.;Shi, C.;1
6519;Shi, C.-Y.;Shi, C.-Y.;1
6520;Shi, D.;Shi, D.;8
6521;Shi, D.-M.;Shi, D.-M.;2
6522;Shi, Daming;Shi, Daming;1
6523;Shi, F.;Shi, F.;1
6524;Shi, G.;Shi, G.;2
6525;Shi, H.;Shi, H.;2
6526;Shi, Hongchi;Shi, Hongchi;1
6527;Shi, J.;Shi, J.;2
6528;Shi, M.;Shi, M.;5
6529;Shi, P.;Shi, P.;9
6530;Shi, P.-F.;Shi, P.;1
6531;Shi, Pengfei;Shi, P.;1
6532;Shi, Q.;Shi, Q.;1
6533;Shi, Qingyun;Shi, Q.;1
6534;Shi, T.;Shi, T.;1
6535;Shi, X.;Shi, X.;1
6536;Shi, Y.;Shi, Y.;4
6537;Shi, Y.-F.;Shi, Y.-F.;1
6538;Shi, Z.;Shi, Z.;5
6539;Shiddieqy, H.A.;Shiddieqy, H.A.;1
6540;Shieh, Dung-Ming;Shieh, Dung-Ming;1
6541;Shigeta, Kazuo;Shigeta, Kazuo;1
6542;Shih, C.-Y.;Shih, C.-Y.;1
6543;Shih, P.-Y.;Shih, P.-Y.;1
6544;Shiku, O.;Shiku, O.;1
6545;Shill, P.C.;Shill, P.C.;1
6546;Shilman, M.;Shilman, M.;1
6547;Shima, Y.;Shima, Y.;1
6548;Shimada, Tsuyoshi;Shimada, Tsuyoshi;1
6549;Shimeki, Yashuharu;Shimeki, Yashuharu;1
6550;Shimeki, Yasuharu;Shimeki, Yashuharu;1
6551;Shimizu, Eiji;Shimizu, Eiji;1
6552;Shimizu, H.;Shimizu, H.;1
6553;Shimodaira, H.;Shimodaira, H.;1
6554;Shimony, U.;Shimony, U.;1
6555;Shin, E.;Shin, E.;1
6556;Shin, J.;Shin, J.;3
6557;Shin, Y-C.;Shin, Y-C.;1
6558;Shinde, A.;Shinde, A.;1
6559;Shinde, R.C.;Shinde, R.C.;1
6560;Shinde, S.;Shinde, S.;1
6561;Shinde, U.B.;Shinde, U.B.;1
6562;Shingalova, D.;Shingalova, D.;1
6563;Shinghal, R.;Shinghal, R.;1
6564;Shinjo, H.;Shinjo, H.;1
6565;Shinogi, T.;Shinogi, T.;3
6566;Shioyama, T.;Shioyama, T.;1
6567;Shirali-Shahreza, M.H.;Shirali-Shahreza, M.H.;1
6568;Shirobokova, I.Y.;Shirobokova, I.Y.;1
6569;Shitole, S.;Shitole, S.;1
6570;Shivakumara, P.;Shivakumara, P.;6
6571;Shivashankar, S.;Shivashankar, S.;2
6572;Shivram, A.;Shivram, A.;3
6573;Shoba Rani, N.;Shoba Rani, N.;1
6574;Shobha Rani, N.;Shoba Rani, N.;1
6575;Shokoohi, Z.;Shokoohi, Z.;1
6576;Sholihah, N.;Sholihah, N.;1
6577;Shopon, M.;Shopon, M.;2
6578;Shorim, N.;Shorim, N.;1
6579;Shou, H.-N.;Shou, H.-N.;1
6580;Shouno, H.;Shouno, H.;1
6581;Shouraki, S.B.;Shouraki, S.B.;1
6582;Shovon, M.M.I.;Shovon, M.M.I.;1
6583;Shreedharamurthy, S.K.;Shreedharamurthy, S.K.;1
6584;Shridhar, M.;Shridhar, M.;26
6585;Shridhar, Malayappan;Shridhar, M.;1
6586;Shrivastava, A.;Shrivastava, A.;1
6587;Shruti;Shruti;1
6588;Shu, C.;Shu, C.;1
6589;Shu, Chang;Shu, Chang;1
6590;Shu, W.;Shu, W.;2
6591;Shu, W.-H.;Shu, W.-H.;1
6592;Shu, Wenhao;Shu, W.-H.;1
6593;Shuai, Q.;Shuai, Q.;1
6594;Shubham, P.;Shubham, P.;1
6595;Shubhangi, D.C.;Shubhangi, D.C.;2
6596;Shugliashvili, L.;Shugliashvili, L.;1
6597;Shukla, A.;Shukla, A.;1
6598;Shukla, S.;Shukla, S.;1
6599;Shuono, H.;Shuono, H.;1
6600;Shuvo, Md.F.;Shuvo, Md.F.;1
6601;Shuvo, S.N.;Shuvo, S.N.;2
6602;Shwetha, G.C.;Shwetha, G.C.;1
6603;Shy, Shih-Fu;Shy, Shih-Fu;1
6604;Shyu, I.-S.;Shyu, I.-S.;1
6605;Shyu, K.-H.;Shyu, K.-H.;1
6606;Si, J.;Si, J.;2
6607;Si, J.H.;Si, J.H.;1
6608;Sick, B.;Sick, B.;1
6609;Siddarth, B.;Siddarth, B.;1
6610;Siddhu, M.K.;Siddhu, M.K.;2
6611;Siddiqi, I.;Siddiqi, I.;11
6612;Siddiqi, I.A.;Siddiqi, I.A.;1
6613;Siddique, A.B.;Siddique, A.B.;1
6614;Siddique, F.;Siddique, F.;1
6615;Siddique, M.A.B.;Siddique, M.A.B.;2
6616;Siddique, M.T.;Siddique, M.T.;1
6617;Sidike, P.;Sidike, P.;1
6618;Sieber, C.;Sieber, C.;1
6619;Siegmund, D.;Siegmund, D.;1
6620;Sigari, M.H.;Sigari, M.H.;1
6621;Sigelle, M.;Sigelle, M.;1
6622;Siguenza, J.A.;Siguenza, J.A.;1
6623;Sihmar, S.;Sihmar, S.;1
6624;Sihnaray, A.;Sihnaray, A.;1
6625;Sil, J.;Sil, J.;2
6626;Silva, C.M.;Silva, C.M.;1
6627;Silva, G.F.P.;Silva, G.F.P.;1
6628;Silva, P.G.S.;Silva, P.G.S.;1
6629;Silva, T.C.;Silva, T.C.;1
6630;Silva Jr., E.R.;Silva Jr., E.R.;2
6631;Silvestri, F.;Silvestri, F.;1
6632;Simard, P.Y.;Simard, P.Y.;1
6633;Simayi, W.;Simayi, W.;3
6634;Simistira, F.;Simistira, F.;1
6635;Simmons, I.;Simmons, I.;1
6636;Simon, C.;Simon, C.;1
6637;Simon, Wayne E.;Simon, Wayne E.;1
6638;Simoncini, L.;Simoncini, L.;1
6639;Si̧msȩkli, U.;Si̧msȩkli, U.;1
6640;Sin, B.-K.;Sin, B.-K.;2
6641;Sindhushree, G.S.;Sindhushree, G.S.;1
6642;Singh, A.;Singh, A.;6
6643;Singh, A.U.;Singh, A.U.;1
6644;Singh, B.K.;Singh, B.K.;1
6645;Singh, C.;Singh, C.;1
6646;Singh, D.;Singh, D.;1
6647;Singh, G.;Singh, G.;4
6648;Singh, H.;Singh, H.;1
6649;Singh, J.;Singh, J.;2
6650;Singh, K.;Singh, K.;2
6651;Singh, K.C.;Singh, K.C.;1
6652;Singh, K.K.;Singh, K.K.;1
6653;Singh, K.M.;Singh, K.M.;2
6654;Singh, K.P.;Singh, K.P.;1
6655;Singh, M.;Singh, M.;1
6656;Singh, M.K.;Singh, M.K.;2
6657;Singh, M.P.;Singh, M.P.;2
6658;Singh, N.;Singh, N.;1
6659;Singh, P.;Singh, P.;8
6660;Singh, P.B.;Singh, P.B.;1
6661;Singh, P.K.;Singh, P.K.;21
6662;Singh, R.;Singh, R.;1
6663;Singh, R.R.;Singh, R.R.;1
6664;Singh, S.;Singh, S.;8
6665;Singh, S.H.;Singh, S.H.;1
6666;Singh, S.K.;Singh, S.K.;2
6667;Singh, S.P.;Singh, S.P.;1
6668;Singh, Sameer;Singh, S.;1
6669;Singh, T.;Singh, T.;1
6670;Singh, T.S.D.;Singh, T.S.D.;1
6671;Singh, V.;Singh, V.;3
6672;Singh, V.K.;Singh, V.K.;1
6673;Singhania, D.;Singhania, D.;1
6674;Singh Bedi, Jatinder;Singh Bedi, Jatinder;1
6675;Sinha, G.;Sinha, G.;1
6676;Sinha, G.R.;Sinha, G.R.;1
6677;Sinha, S.;Sinha, S.;2
6678;Sipahi, R.;Sipahi, R.;2
6679;Sipper, M.;Sipper, M.;1
6680;Sirai, E.A.A.;Sirai, E.A.A.;1
6681;Siraj, M.M.;Siraj, M.M.;1
6682;Sirlantzis, K.;Sirlantzis, K.;5
6683;Siskos, S.;Siskos, S.;1
6684;Sita, G.;Sita, G.;1
6685;Siu, W.-C.;Siu, W.-C.;1
6686;Sivaanandh, M.;Sivaanandh, M.;1
6687;Sivakumar, R.;Sivakumar, R.;1
6688;Siva Reddy, G.;Siva Reddy, G.;1
6689;Si Wei Lu;Si Wei Lu;1
6690;Skarbek, W.;Skarbek, W.;1
6691;Skinner, G.;Skinner, G.;1
6692;Skrzypek, J.;Skrzypek, J.;1
6693;Slatnia, S.;Slatnia, S.;1
6694;Slimane, F.;Slimane, F.;4
6695;Slogrove, K.J.;Slogrove, K.J.;1
6696;Smarandache, F.;Smarandache, F.;1
6697;Smekal, Z.;Smekal, Z.;3
6698;Smékal, Z.;Smekal, Z.;1
6699;Smirnova, E.;Smirnova, E.;1
6700;Smith, A.;Smith, A.;1
6701;Smith, E.H.B.;Smith, E.H.B.;1
6702;Smith, L.N.;Smith, L.N.;1
6703;Smith, M.;Smith, M.;1
6704;Smith, M.L.;Smith, M.L.;1
6705;Smith, S.;Smith, S.;1
6706;Smithies, S.;Smithies, S.;1
6707;Smrž, P.;Smrž, P.;1
6708;Smyth, B.;Smyth, B.;1
6709;Šnajdárková, I.;Šnajdárková, I.;1
6710;Soares, L.S.L.;Soares, L.S.L.;1
6711;Soares De Oliveira, L.E.;Soares De Oliveira, L.E.;1
6712;Soewito, B.;Soewito, B.;1
6713;Soh, J.W.;Soh, J.W.;2
6714;Soheili, M.R.;Soheili, M.R.;1
6715;Sohel Rahman, M.;Sohel Rahman, M.;1
6716;Sohi, B.S.;Sohi, B.S.;1
6717;Sohn, J.;Sohn, J.;1
6718;Sok, K.;Sok, K.H.;1
6719;Sok, K.H.;Sok, K.H.;1
6720;Sokic, E.;Sokic, E.;1
6721;Solaiman, B.;Solaiman, B.;1
6722;Solanki, S.;Solanki, S.;1
6723;Soldatova, O.P.;Soldatova, O.P.;1
6724;Soldovieri, F.;Soldovieri, F.;1
6725;Soleh, M.;Soleh, M.;1
6726;Soleymanpour, E.;Soleymanpour, E.;1
6727;Solomon, A.;Solomon, A.;1
6728;Soloviev, N.V.;Soloviev, N.V.;1
6729;Soltanizadeh, H.;Soltanizadeh, H.;1
6730;Soltanshahi, M.A.;Soltanshahi, M.A.;1
6731;Soltanzadeh, H.;Soltanzadeh, H.;1
6732;Som, T.;Som, T.;2
6733;Soman, K.P.;Soman, K.P.;1
6734;Soman, S.T.;Soman, S.T.;1
6735;Somol, P.;Somol, P.;1
6736;Sonbhadra, S.K.;Sonbhadra, S.K.;1
6737;Sondhiya, N.;Sondhiya, N.R.;1
6738;Sondhiya, N.R.;Sondhiya, N.R.;1
6739;Sonehara, Noboru;Sonehara, Noboru;2
6740;Song, C.;Song, C.;1
6741;Song, Chiwha;Song, Chiwha;1
6742;Song, G.;Song, G.;1
6743;Song, H.-H.;Song, H.-H.;1
6744;Song, J.;Song, J.;1
6745;Song, J.-Y.;Song, J.-Y.;2
6746;Song, M.;Song, M.;1
6747;Song, Q.;Song, Q.;1
6748;Song, W.;Song, W.;2
6749;Song, W.-J.;Song, W.-J.;1
6750;Song, X.;Song, X.;1
6751;Song, Y.;Song, Y.;1
6752;Song, Y.G.;Song, Y.G.;1
6753;Soni, N.;Soni, N.;1
6754;Sonkar, S.;Sonkar, S.;1
6755;Sonmez, Y.;Sonmez, Y.;1
6756;Sonone, D.;Sonone, D.;1
6757;Sontakke, T.R.;Sontakke, T.R.;8
6758;Soomro, M.;Soomro, M.;1
6759;Soong, F.;Soong, F.;1
6760;Soong, F.K.;Soong, F.K.;3
6761;Soraluze, I.;Soraluze, I.;1
6762;Sorbello, F.;Sorbello, F.;1
6763;Sorge, V.;Sorge, V.;1
6764;Sorillo, N.J.;Sorillo, N.J.;1
6765;Sornam, M.;Sornam, M.;2
6766;Soryani, M.;Soryani, M.;2
6767;Soselia, D.;Soselia, D.;1
6768;Sou, I.;Sou, I.;1
6769;Soubari, E.L.H.;Soubari, E.L.H.;1
6770;Souhar, A.;Souhar, A.;2
6771;Souici, L.;Souici, L.;3
6772;Souici-meslati, L.;Souici-Meslati, L.;1
6773;Souici-Meslati, L.;Souici-Meslati, L.;2
6774;Soullard, Y.;Soullard, Y.;3
6775;Soumya, A.;Soumya, A.;1
6776;Souri, Y.;Souri, Y.;1
6777;Souza, M.R.P.;Souza, M.R.P.;1
6778;Souza, S.;Souza, S.;1
6779;Souza, V.L.F.;Souza, V.L.F.;3
6780;Spanò, S.;Spanò, S.;1
6781;Spinicci, E.;Spinicci, E.;1
6782;Spirito, A.;Spirito, A.;1
6783;Spitsyn, V.G.;Spitsyn, V.G.;3
6784;Spitz, A.L.;Spitz, A.L.;1
6785;Sreenivasa Reddy, E.;Sreenivasa Reddy, E.;2
6786;Sridhar, M.;Sridhar, M.;1
6787;Sridharamurthy, S.K.;Sridharamurthy, S.K.;1
6788;Srihari, R.;Śrihari, R.K.;1
6789;Śrihari, R.K.;Śrihari, R.K.;1
6790;Srihari, Rohini K.;Śrihari, R.K.;1
6791;Srihari, S.;Srihari, S.;9
6792;Srihari, S.N.;Srihari, S.N.;25
6793;Srihari, Sargur N.;Srihari, S.N.;6
6794;Srikanta Murthy, K.;Srikanta Murthy, K.;2
6795;Srikantan, G.;Srikantan, G.;1
6796;Srikanth, D.K.R.;Srikanth, D.K.R.;1
6797;Srikanth Doss, K.R.;Srikanth, D.K.R.;1
6798;Sriket, K.;Sriket, K.;1
6799;Srimal, N.;Srimal, N.;1
6800;Srimathi, C.;Srimathi, C.;1
6801;Srinath, M.D.;Srinath, M.D.;1
6802;Srinilta, C.;Srinilta, C.;1
6803;Srinivasa, G.;Srinivasa, G.;1
6804;Srinivasagan, K.G.;Srinivasagan, K.G.;1
6805;Srinivasan, E.;Srinivasan, E.;5
6806;Srinivasan, H.;Srinivasan, H.;5
6807;Srinivasa Rao, B.;Srinivasa Rao, B.;1
6808;Sriram, V.P.;Sriram, V.P.;1
6809;Sriram Gautham, J.;Sriram Gautham, J.;1
6810;Srirangaprasad, S.;Srirangaprasad, S.;1
6811;Sri Sahith, V.;Sri Sahith, V.;1
6812;Srivastav, G.;Srivastav, G.;1
6813;Srivastava, A.;Srivastava, A.;1
6814;Srivastava, M.;Srivastava, M.;1
6815;Srivastava, S.;Srivastava, S.;7
6816;Stadler, M.-L.;Stadler, M.-L.;1
6817;Stafylakis, T.;Stafylakis, T.;3
6818;Stahlberg, F.;Stahlberg, F.;1
6819;Stamatatos, E.;Stamatatos, E.;1
6820;Stamatopoulos, N.;Stamatopoulos, N.;11
6821;Stamon, G.;Stamon, G.;1
6822;Stankovic, S.;Stankovic, S.;1
6823;Starczewski, J.T.;Starczewski, J.T.;2
6824;Starzyk, J.A.;Starzyk, J.A.;1
6825;Stauffer, M.;Stauffer, M.;7
6826;Stedman, R.;Stedman, R.;1
6827;Stefano, C.D.;Stefano, C.D.;1
6828;Stehle, F.;Stehle, F.;1
6829;Steiger-Garção, A.S.;Steiger-Garção, A.S.;1
6830;Steinert, R.;Steinert, R.;1
6831;Steinherz, T.;Steinherz, T.;2
6832;Steinke, K.-H.;Steinke, K.-H.;1
6833;Steinmetz, R.;Steinmetz, R.;1
6834;Stenard, C.E.;Stenard, C.E.;2
6835;Stępień, P.;Stępień, P.;1
6836;Stewart, S.;Stewart, S.;3
6837;Stiefelhagen, R.;Stiefelhagen, R.;1
6838;Stirbu, C.;Stirbu, C.;1
6839;Stoekl Ben Ezra, D.;Stoekl Ben Ezra, D.;1
6840;Štolc, S.;Štolc, S.;1
6841;Stolov, E.;Stolov, E.;1
6842;Stolz, C.;Stolz, C.;1
6843;Stolz, M.;Stolz, M.;2
6844;Stonham, T.J.;Stonham, T.J.;2
6845;Strauß, T.;Strauß, T.;1
6846;Štrba, M.;Štrba, M.;1
6847;Stricker, D.;Stricker, D.;1
6848;Stromatias, E.;Stromatias, E.;1
6849;Stuart, K.D.;Stuart, K.D.;1
6850;Stuner, B.;Stuner, B.;3
6851;Stutzmann, D.;Stutzmann, D.;2
6852;Su, B.;Su, B.;2
6853;Su, C.-Y.;Su, C.-Y.;3
6854;Su, J.-F.;Su, J.-F.;1
6855;Su, M.-C.;Su, M.-C.;3
6856;Su, T.;Su, T.;5
6857;Su, T.-H.;Su, T.-H.;5
6858;Su, W.;Su, W.;1
6859;Su, Yih-Ming;Su, Yih-Ming;1
6860;Su, Z.;Su, Z.;1
6861;Suárez, P.D.;Suárez, P.D.;2
6862;Suatap, C.;Suatap, C.;1
6863;Subalalitha, C.N.;Subalalitha, C.N.;1
6864;Subashini, A.;Subashini, A.;2
6865;Subbaraman, S.;Subbaraman, S.;1
6866;Subbarao, M.;Subbarao, M.;1
6867;Subba Reddy, N.V.;Subba Reddy, N.V.;3
6868;Subrahmonia, J.;Subrahmonia, J.;2
6869;Subramani, A.C.;Subramani, A.C.;1
6870;Subramaniam, T.;Subramaniam, T.;1
6871;Subramanian, K.;Subramanian, K.;9
6872;Such, F.P.;Such, F.P.;1
6873;Sudana, O.;Sudana, O.;1
6874;Sudarsan, D.;Sudarsan, D.;1
6875;Sudarshana Reddy, H.R.;Sudarshana Reddy, H.R.;2
6876;Sudhakar, A.V.;Sudhakar, A.V.;1
6877;Sudhakar, S.;Sudhakar, S.;1
6878;Sudharshan Duth, P.;Sudharshan Duth, P.;1
6879;Sudholt, S.;Sudholt, S.;2
6880;Sudirman, R.;Sudirman, R.;2
6881;Sueiras, J.;Sueiras, J.;3
6882;Suen, C.;Suen, C.Y.;1
6883;Suen, C.Y.;Suen, C.Y.;105
6884;Suen, Ching Y.;Suen, C.Y.;3
6885;Suenaga, Y.;Suenaga, Y.;3
6886;Sufian, A.;Sufian, A.;1
6887;Suganthan, P.N.;Suganthan, P.N.;2
6888;Suganthi, J.;Suganthi, J.;1
6889;Sugawara, K.;Sugawara, K.;1
6890;Sugie, Noboru;Sugie, Noboru;1
6891;Sugiyama, K.;Sugiyama, K.;1
6892;Sugiyama, T.;Sugiyama, T.;2
6893;Suh, J.;Suh, J.-W.;1
6894;Suh, J.-W.;Suh, J.-W.;1
6895;Sui, F.;Sui, F.;1
6896;Sujala, K.;Sujala, K.;2
6897;Sujatha, J.;Sujatha, J.;1
6898;Sujatha, M.A.D.U.G.U.L.A.;Sujatha, M.A.D.U.G.U.L.A.;1
6899;Sukhanov, S.V.;Sukhanov, S.V.;2
6900;Sukor, N.A.B.;Sukor, N.A.B.;1
6901;Sulaiman, A.;Sulaiman, A.;1
6902;Sulaiman, Md.N.;Sulaiman, Md.N.;1
6903;Sulem, L.L.;Sulem, L.L.;1
6904;Suleman, H.;Suleman, H.;2
6905;Suleyman, E.;Suleyman, E.;2
6906;Suliman, A.;Suliman, A.;1
6907;Sulong, G.;Sulong, G.;2
6908;Sultana, F.;Sultana, F.;1
6909;Sultan Rana, T.;Sultan Rana, T.;1
6910;Sumarno, L.;Sumarno, L.;1
6911;Summerer, M.;Summerer, M.;1
6912;Summers, K.;Summers, K.;1
6913;Summerskill, S.J.;Summerskill, S.J.;1
6914;Sun, F.;Sun, F.;3
6915;Sun, G.;Sun, G.-L.;3
6916;Sun, G.-L.;Sun, G.-L.;1
6917;Sun, G.-M.;Sun, G.-M.;2
6918;Sun, J.;Sun, J.;21
6919;Sun, Jingyi;Sun, Jingyi;1
6920;Sun, L.;Sun, L.;7
6921;Sun, M.;Sun, M.;1
6922;Sun, N.;Sun, N.;1
6923;Sun, P.;Sun, P.;1
6924;Sun, Q.;Sun, Q.;1
6925;Sun, Q.-S.;Sun, Q.-S.;2
6926;Sun, R.;Sun, R.;1
6927;Sun, S.;Sun, S.;1
6928;Sun, T.;Sun, T.;1
6929;Sun, W.;Sun, W.;1
6930;Sun, X.;Sun, X.;3
6931;Sun, X.H.;Sun, X.H.;1
6932;Sun, X.-S.;Sun, X.-S.;1
