Keyword_ID;Original_Keyword;Standardized_Keyword
3674;NO ETIQUETA;FEEDBACK
3675;NO ETIQUETA;OBJECT-RECOGNITION
3676;NO ETIQUETA;DYNAMIC-SEGMENTATION
3677;NO ETIQUETA;ONLINE-CURSIVE-HANDWRITING-RECOGNITION
3678;NO ETIQUETA;ONLINE-SHAPE-RECOGNITION
3679;NO ETIQUETA;HANDWRITTEN-COMPONENT
3680;NO ETIQUETA;POSTAL-AUTOMATION
3681;NO ETIQUETA;FORM-FILLING
3682;NO ETIQUETA;STATE-SHARING
3683;NO ETIQUETA;INTELLIGENT-TUTORING-SYSTEM
3684;NO ETIQUETA;NUMBER-EQUATION-INPUT
3685;NO ETIQUETA;WWW
3686;NO ETIQUETA;HUMANS
3687;NO ETIQUETA;MATHEMATICS
3688;NO ETIQUETA;POWER-SYSTEM-MODELING
3689;NO ETIQUETA;COMPUTER-RECOGNITION-INPUT
3690;NO ETIQUETA;PRIMITIVE-SEGMENTATION
3691;NO ETIQUETA;STROKE-CORRESPONDENCE-SEARCH
3692;NO ETIQUETA;STROKE-INFORMATION
3693;NO ETIQUETA;STROKE-NUMBER-FREE
3694;NO ETIQUETA;STROKE-ORDER-FREE
3695;NO ETIQUETA;VIDEO-IMAGE
3696;NO ETIQUETA;INFORMATION-PROCESSING
3697;NO ETIQUETA;CONFIDENCE-VALUE-OF-STROKE-COMBINATION
3698;NO ETIQUETA;DISTANCE-BETWEEN-STROKES
3699;NO ETIQUETA;ON-LINE-RECOGNITION-OF-HANDWRITTEN-MATHEMATICAL-FORMULAS
3700;NO ETIQUETA;ITERATIVE-TRAINING
3701;NO ETIQUETA;OPTIMIZATION-HANDWRITTEN-RECOGNITION
3702;NO ETIQUETA;ALLOGRAPHS
3703;NO ETIQUETA;DYNAMICAL-TIME-WARPING-(DTW)
3704;NO ETIQUETA;ISOLATED-LATIN-CHARACTERS
3705;NO ETIQUETA;THE-K-NEAREST-NEIGHBORS-(K-NN)-RULE
3706;NO ETIQUETA;STROKE-CORRESPONDENCE
3707;NO ETIQUETA;CLASSIFIER-COOPERATION
3708;NO ETIQUETA;BETA-VELOCITY-MODELING
3709;NO ETIQUETA;ELLIPTIC-TRAJECTORY-MODELING
3710;NO ETIQUETA;STROKE-OVERLAPPING
3711;NO ETIQUETA;DIRECTIONAL-DATA
3712;NO ETIQUETA;DISTRIBUTION-ON-A-CIRCLE
3713;NO ETIQUETA;MULTIVARIATE-SEMI-WRAPPED-GAUSSIAN-DISTRIBUTION
3714;NO ETIQUETA;UNIPEN-ONLINE-HANDWRITING-DATABASE
3715;NO ETIQUETA;DIGITAL-LIBRARIES
3716;NO ETIQUETA;BETA-ELLIPTICAL-REPRESENTATION
3717;NO ETIQUETA;BRANCH-AND-BOUND
3718;NO ETIQUETA;DIACRITIC
3719;NO ETIQUETA;FUSION
3720;NO ETIQUETA;TWO-DIMENSIONAL-SHAPE-RECOGNITION
3721;NO ETIQUETA;USER-CENTRIC-INTERFACE
3722;NO ETIQUETA;MAXIMUM-LIKELIHOOD
3723;NO ETIQUETA;COMPONENT
3724;NO ETIQUETA;WRITING-CONSTRAINT
3725;NO ETIQUETA;WORDS-RECOGNITION
3726;NO ETIQUETA;MUSIC-SCORE-RECOGNITION
3727;NO ETIQUETA;ONLINE-HANDWRITTEN-SYMBOL-RECOGNITION
3728;NO ETIQUETA;PEN-BASED-MUSIC-EDITING-SYSTEM
3729;NO ETIQUETA;CONSTRAINT-MANIFOLD
3730;NO ETIQUETA;INVERSE-KINEMATICS
3731;NO ETIQUETA;REDUNDANCY-RESOLUTION
3732;NO ETIQUETA;REDUNDANT-ROBOT
3733;NO ETIQUETA;STABILITY-ON-A-MANIFOLD
3734;NO ETIQUETA;ON-LINE-DIGIT-RECOGNITION
3735;NO ETIQUETA;STRUCTURAL-PRIMITIVES
3736;NO ETIQUETA;TRANSITION-NETWORKS
3737;NO ETIQUETA;GROUPING-DETERMINATION
3738;NO ETIQUETA;MATHEMATICAL-EXPRESSION-TREE
3739;NO ETIQUETA;MATHEMATICAL-EXPRESSIONS-RECOGNITION
3740;NO ETIQUETA;FEATURE-BASED-TECHNIQUES
3741;NO ETIQUETA;FUNCTION-BASED-TECHNIQUE
3742;NO ETIQUETA;HYBRID-METHODS
3743;NO ETIQUETA;TRAJECTORY-CONSTRUCTION-MODELS
3744;NO ETIQUETA;WARPING-BASED-MATCHING
3745;NO ETIQUETA;LINE-MEMBER
3746;NO ETIQUETA;SCRIPT-LINE-IDENTIFICATION
3747;NO ETIQUETA;SCRIPT-NORMALIZATION
3748;NO ETIQUETA;WHITEBOARD-NOTE-RECOGNITION
3749;NO ETIQUETA;PARTICLE-SWARM-OPTIMIZATION
3750;NO ETIQUETA;ELASTIC-PATTERN-MATCHING
3751;NO ETIQUETA;FUZZY-MODELING
3752;NO ETIQUETA;BEHAVIOURAL-BIOMETRIC
3753;NO ETIQUETA;PATH-SEARCH
3754;NO ETIQUETA;RADICAL-RECOGNITION
3755;NO ETIQUETA;MOMENTUM-ITEM-METHOD
3756;NO ETIQUETA;ON-LINE-HANDWRITTEN-SIGATURE-VERIFICATION
3757;NO ETIQUETA;WAVELET-DECOMPOSITION
3758;NO ETIQUETA;COVARIANCE-MODELING
3759;NO ETIQUETA;FILTER-AND-REFINE-CLASSIFICATION
3760;NO ETIQUETA;NEAREST-NEIGHBOURS
3761;NO ETIQUETA;TEMPLATE-BASED-RECOGNITION
3762;NO ETIQUETA;API
3763;NO ETIQUETA;LINGUISTIC-RESOURCES
3764;NO ETIQUETA;SHAPE-RECOGNITION
3765;NO ETIQUETA;TOOLKIT
3766;NO ETIQUETA;CONTEXT-LAYERS
3767;NO ETIQUETA;GRADIENT-DESCENT-METHOD
3768;NO ETIQUETA;MARKOV-CHAIN-MODEL
3769;NO ETIQUETA;CORRELATION-BASED-CLASSIFIER
3770;NO ETIQUETA;MONGOLIA-WORDS-RECOGNITION
3771;NO ETIQUETA;GEOMETRIC-MODELING
3772;NO ETIQUETA;DIVIDE-AND-CONQUER-TECHNIQUE
3773;NO ETIQUETA;UNICODE
3774;NO ETIQUETA;CONTROL-OF-IMPLICIT-SEGMENTATION
3775;NO ETIQUETA;MAXIMUM-MUTUAL-INFORMATION/MAXIMUM-LIKELIHOOD-ESTIMATION-(MMI/MLE)
3776;NO ETIQUETA;MIXED-DISCRIMINANT-CRITERIA
3777;NO ETIQUETA;ONLINE-CURSIVE-HANDWRITING
3778;NO ETIQUETA;DIRECTION-CODE
3779;NO ETIQUETA;ONLINE-HANDWRITING-DIGIT-RECOGNITION
3780;NO ETIQUETA;USER-ADAPTATION
3781;NO ETIQUETA;DECISION-MAKING
3782;NO ETIQUETA;DISCRETE-FRÉCHET-DISTANCE
3783;NO ETIQUETA;CHARACTER-DIGITIZATION
3784;NO ETIQUETA;EXTREME-COORDINATES
3785;NO ETIQUETA;CONFIDENCE-INDEX
3786;NO ETIQUETA;ON-LINE-SENTENCE-RECOGNITION
3787;NO ETIQUETA;SEGMENTATION-HYPOTHESIS-GENERATION
3788;NO ETIQUETA;HANDWRITTEN-FEATURE
3789;NO ETIQUETA;LAO-HANDWRITTEN-RECOGNITION
3790;NO ETIQUETA;DYNAMIC-SPACE-WARPING
3791;NO ETIQUETA;PERCEPTUAL-SHAPE
3792;NO ETIQUETA;ENERGY-FEATURE
3793;NO ETIQUETA;N-CLASS
3794;NO ETIQUETA;KOHONEN-NETWORK-(SOM)
3795;NO ETIQUETA;MALAYALAM-HANDWRITTEN-CHARACTERS
3796;NO ETIQUETA;FIR-SYSTEM
3797;NO ETIQUETA;IMPULSE-RESPONSE
3798;NO ETIQUETA;VELOCITY
3799;NO ETIQUETA;STRUCTURED-CHARACTER-PATTERN-REPRESENTATION
3800;NO ETIQUETA;RENQUN-SHORTHAND
3801;NO ETIQUETA;ACCELEROMETER
3802;NO ETIQUETA;MATRIX-STRUCTURE-RECOGNITION
3803;NO ETIQUETA;RELATIVE-POSITION-OF-MATRIX-ELEMENTS
3804;NO ETIQUETA;CUDA
3805;NO ETIQUETA;AUTOMATED-PATIENT-RECORD
3806;NO ETIQUETA;DOCUMENT-SEGMENTATION
3807;NO ETIQUETA;ONLINE-HANDWRITTEN-DOCUMENT
3808;NO ETIQUETA;SPATIO-TEMPORAL-ANALYSIS
3809;NO ETIQUETA;FIR
3810;NO ETIQUETA;WIENER-FILTER
3811;NO ETIQUETA;MOBILE-PHONES
3812;NO ETIQUETA;PAPER-BASED-USER-INTERFACES
3813;NO ETIQUETA;PEN-GESTURE-RECOGNITION
3814;NO ETIQUETA;UBIQUITOUS-COMPUTING
3815;NO ETIQUETA;RECOGNITION-MODEL
3816;NO ETIQUETA;WAVELET-PACKET-ANALYSIS
3817;NO ETIQUETA;ONLINE-VIETNAMESE-HANDWRITTEN-CHARACTER-RECOGNITION
3818;NO ETIQUETA;DIGITAL-FORCES-VECTOR-INK
3819;NO ETIQUETA;F_TABLET
3820;NO ETIQUETA;IMPROVED-DTW-ALGORITHM
3821;NO ETIQUETA;EVOLUTIONARY-TRAINING
3822;NO ETIQUETA;3D-VISION-AND-DISTANCE-MEASURING
3823;NO ETIQUETA;CCD-CAMERA
3824;NO ETIQUETA;KHEPERA
3825;NO ETIQUETA;NOISY-TEXT
3826;NO ETIQUETA;TEXT-CATEGORIZATION
3827;NO ETIQUETA;MICR
3828;NO ETIQUETA;UNICODE-OR-CODE
3829;NO ETIQUETA;MYANMAR-INTELLIGENT-CHARACTER-RECOGNITION-(MICR)-SYSTEM
3830;NO ETIQUETA;MYANMAR-VOICE-MIXER-SYSTEM-(MVM)-SYSTEM
3831;NO ETIQUETA;REDUCE-(85%)-OF-ORIGINAL-OLD-VOICE-DATABASE
3832;NO ETIQUETA;AREAL-VELOCITY
3833;NO ETIQUETA;MONGOLIA-WORDS
3834;NO ETIQUETA;BLACK-BOARD-MODEL
3835;NO ETIQUETA;GYRO-SENSOR
3836;NO ETIQUETA;MOTION-VECTOR
3837;NO ETIQUETA;PERSIAN-HANDWRITTEN-CHARACTER
3838;NO ETIQUETA;STAN
3839;NO ETIQUETA;COMPUTER-GRAPHICS
3840;NO ETIQUETA;UYGHUR-TEXT
3841;NO ETIQUETA;FREE-FORMAT-HANDWRITING-RECOGNITION
3842;NO ETIQUETA;KANA-TO-KANJI-CONVERSATION
3843;NO ETIQUETA;PEN-INTERFACE
3844;NO ETIQUETA;EXPRESSION
3845;NO ETIQUETA;MATHEMATICAL
3846;NO ETIQUETA;MINIMUM-DESCRIPTION-LENGTH
3847;NO ETIQUETA;SALALOM-METHOD
3848;NO ETIQUETA;SPLINE-FUNCTION
3849;NO ETIQUETA;STEEPEST-DESCENT
3850;NO ETIQUETA;AVERAGING
3851;NO ETIQUETA;DICTIONARY-PATTERNS
3852;NO ETIQUETA;EQUATION-PARSING
3853;NO ETIQUETA;BENCHMARKING
3854;NO ETIQUETA;REGION-SAMPLING
3855;NO ETIQUETA;BAG-OF-SYMBOLS
3856;NO ETIQUETA;SYMBOL-ORDER-VARIATIONDEVANAGARI
3857;NO ETIQUETA;TAMIL
3858;NO ETIQUETA;SPATIAL-RELATIONS
3859;NO ETIQUETA;STOCHASTIC-PARSING
3860;NO ETIQUETA;ON-LINE-JAPANESE-TEXT-RECOGNITION
3861;NO ETIQUETA;PATH-EVALUATION
3862;NO ETIQUETA;BIDIMENSIONAL-LANGUAGES
3863;NO ETIQUETA;1D-WAVELET-TRANSFORM
3864;NO ETIQUETA;MULTI-MATCHER
3865;NO ETIQUETA;PEN-POSITION
3866;NO ETIQUETA;PEN-MOVEMENT-ANGLE
3867;NO ETIQUETA;PEN-DOWN-STROKE
3868;NO ETIQUETA;PEN-UP-STROKE
3869;NO ETIQUETA;VON-MISES-DISTRIBUTION
3870;NO ETIQUETA;COMPETITION
3871;NO ETIQUETA;SYSTEM-EVALUATION
3872;NO ETIQUETA;DYNAMIC-CANDIDATE-LATTICE
3873;NO ETIQUETA;DYNAMIC-OVER-SEGMENTATION
3874;NO ETIQUETA;LEVENSHTEIN-DISTANCE-METRIC
3875;NO ETIQUETA;ONLINE-HANDWRITING-RECOGNITION-OF-INDIC-SCRIPTS
3876;NO ETIQUETA;ADAB-DATABASE
3877;NO ETIQUETA;SYSTEMS
3878;NO ETIQUETA;EVALUATION-METRIC
3879;NO ETIQUETA;ON-LINE-HANDWRTING-RECONGITION
3880;NO ETIQUETA;DELAYED-STROKES-DETECTION
3881;NO ETIQUETA;INDIAN-TEXT
3882;NO ETIQUETA;ONLINE-CHARACTER-SEGMENTATION
3883;NO ETIQUETA;MOBILE-COMPUTING
3884;NO ETIQUETA;MATHEMATICAL-SYMBOL-RECOGNITION
3885;NO ETIQUETA;SEGMENTAL-K-MEANS
3886;NO ETIQUETA;CO-TRAINING
3887;NO ETIQUETA;2D-CONTEXT-FREE-GRAMMAR
3888;NO ETIQUETA;CYK-PARSING-ALGORITHM
3889;NO ETIQUETA;HANDWRITTEN-MATHEMATICAL-EXPRESSIONS
3890;NO ETIQUETA;BASELINE-DETECTION
3891;NO ETIQUETA;GRAPHEMES-SEGMENTATION
3892;NO ETIQUETA;HUMAN-INTERACTION
3893;NO ETIQUETA;INTERACTIVE-MACHINE-TRANSLATION
3894;NO ETIQUETA;INTERACTIVE-PATTERN-RECOGNITION
3895;NO ETIQUETA;MRG-OHTC
3896;NO ETIQUETA;ONLINE-HANDWRITTEN-TIBETAN-CHARACTER-RECOGNITION
3897;NO ETIQUETA;TIBETAN-SCRIPT
3898;NO ETIQUETA;CLOUD-COMPUTING
3899;NO ETIQUETA;ONLINE-DEVANAGARI-CHARACTER-RECOGNITION
3900;NO ETIQUETA;STROKE-NUMBER-AND-ORDER-FREE
3901;NO ETIQUETA;DELAYED-STROKE
3902;NO ETIQUETA;SPATIALINFORMATION
3903;NO ETIQUETA;STROKE-ORDER-VARIATION
3904;NO ETIQUETA;KINECT
3905;NO ETIQUETA;MCE
3906;NO ETIQUETA;RPROP
3907;NO ETIQUETA;RECOGNITION-ENGINE
3908;NO ETIQUETA;GEOMETRIC-SCORES
3909;NO ETIQUETA;STROKE-CUT
3910;NO ETIQUETA;CLASSIFIERS-COMPARISON
3911;NO ETIQUETA;FEATURES-STUDY
3912;NO ETIQUETA;ON-LINE-HANDWRITTEN-SYMBOL
3913;NO ETIQUETA;SYMBOL-BEAUTIFICATION
3914;NO ETIQUETA;ONLINE-HANDWRITING-RECOGNITION-WAVELET-TRANSFORM
3915;NO ETIQUETA;SIMPLIFIED-FUZZY-ART-MAP
3916;NO ETIQUETA;RECOGNITION-CLASSIFICATIONS
3917;NO ETIQUETA;UNSUPERVISED-FEATURE-EXTRACTION
3918;NO ETIQUETA;ONLINE-SEQUENTIAL-EXTREME-LEARNING-MACHINE
3919;NO ETIQUETA;FUZZY-SEGMENTAION
3920;NO ETIQUETA;GRAPHEMS
3921;NO ETIQUETA;BATCH-RECOGNITION
3922;NO ETIQUETA;ENGLISH-TEXT-RECOGNITION
3923;NO ETIQUETA;INCREMENTAL-RECOGNITION
3924;NO ETIQUETA;COMBINATION-OF-MULTIPLE-SVM-CLASSIFIERS
3925;NO ETIQUETA;WEKA
3926;NO ETIQUETA;MLPNNS
3927;NO ETIQUETA;CHARACTER-FORMATION
3928;NO ETIQUETA;EDGE-DIRECTION-MATRIXES
3929;NO ETIQUETA;ANDROID
3930;NO ETIQUETA;ARTIFICIAL-IMMUNE-SYSTEM
3931;NO ETIQUETA;MAJOR-STROKE
3932;NO ETIQUETA;MINOR-STROKE
3933;NO ETIQUETA;ONLINE-CHARACTERS-RECOGNITION
3934;NO ETIQUETA;CONFIDENCE-MEASURE
3935;NO ETIQUETA;CONFUSION-NETWORK
3936;NO ETIQUETA;N-BEST-LIST
3937;NO ETIQUETA;DETECTION-OF-ALCOHOL-INTOXICATION
3938;NO ETIQUETA;HANDWRITTEN-GESTURES
3939;NO ETIQUETA;RECURSIVE-LEAST-SQUARES-(RLS)
3940;NO ETIQUETA;TAKAGI-SUGENO-(TS)-NEURO-FUZZY-MODELS
3941;NO ETIQUETA;MRF
3942;NO ETIQUETA;TRIE-LEXICON
3943;NO ETIQUETA;MATLAB
3944;NO ETIQUETA;DIGITAL-SURFACES
3945;NO ETIQUETA;ONLINE-SCRIPT-RECOGNITION
3946;NO ETIQUETA;PEN-BASED-INTERFACES
3947;NO ETIQUETA;PREPROCESSING-PHASE
3948;NO ETIQUETA;HYBRID-WAVELETS
3949;NO ETIQUETA;ONLINE-SIGNATURE-RECOGNITION
3950;NO ETIQUETA;BI-CHARACTER-RECOGNITION
3951;NO ETIQUETA;COMBINING-ON-LINE-AND-OFF-LINE-FEATURES
3952;NO ETIQUETA;POSITION-VERIFIER
3953;NO ETIQUETA;STOCHASTIC-GRAMMAR
3954;NO ETIQUETA;DISTANCE-BETWEEN-END-POINTS
3955;NO ETIQUETA;FINITE-STATE-TRANSDUCER-(FST)
3956;NO ETIQUETA;HANDWRRITING-RECOGNITION
3957;NO ETIQUETA;PSEUDO-2D-NORMALIZATION
3958;NO ETIQUETA;CHARACTER-AND-TEXT-RECOGNITION
3959;NO ETIQUETA;ONLINE-DOCUMENTS
3960;NO ETIQUETA;COARSE-CLASSIFIER
3961;NO ETIQUETA;EXPERTS
3962;NO ETIQUETA;ONLINE-TAMIL-SYMBOLS
3963;NO ETIQUETA;REEVALUATION
3964;NO ETIQUETA;DISCRETE-FRACTIONAL-COSINE-TRANSFORMATION-(DFRCT)
3965;NO ETIQUETA;FINITE-IMPULSE-RESPONSE-(FIR)-SYSTEM
3966;NO ETIQUETA;ONLINE-HANDWRITTEN-SIGNATURE
3967;NO ETIQUETA;CHARACTER-CATEGORY
3968;NO ETIQUETA;COMPREHENSIVE-DATABASES
3969;NO ETIQUETA;FOREMOST-CONTRIBUTION
3970;NO ETIQUETA;INTERACTIVITY-BETWEEN-HUMANS
3971;NO ETIQUETA;FRACTAL-CODING
3972;NO ETIQUETA;FRACTAL-GEOMETRY
3973;NO ETIQUETA;TAMIL-HANDWRITING-RECOGNITION
3974;NO ETIQUETA;WRITER-ADAPTIVE-TRAINING
3975;NO ETIQUETA;INTEGRATED-DEVELOPMENT-INTERFACE-(IDE)
3976;NO ETIQUETA;STATIC-AUTHENTICATION
3977;NO ETIQUETA;COMBINED-RECOGNIZER
3978;NO ETIQUETA;COMPLEXITY-REDUCTION
3979;NO ETIQUETA;INTEGRATED-RECOGNITION-MODEL
3980;NO ETIQUETA;SFAM
3981;NO ETIQUETA;BASELINE
3982;NO ETIQUETA;HNIDI-DIGITS
3983;NO ETIQUETA;ONLINE-SYSTEM
3984;NO ETIQUETA;HAND-GESTURE
3985;NO ETIQUETA;LETTER-RECOGNITION
3986;NO ETIQUETA;SKIN-COLOR-DETECTION
3987;NO ETIQUETA;STROKE-MODELING
3988;NO ETIQUETA;ARTIFICIAL-INTELLIGENT
3989;NO ETIQUETA;ONLINE-WORDS
3990;NO ETIQUETA;ARTIFICIAL-PATTERNS
3991;NO ETIQUETA;LINEAR-DISTORTION-MODELS
3992;NO ETIQUETA;NONLINEAR-DISTORTION-MODEL
3993;NO ETIQUETA;LATTICE-BASED-KEYWORD-SPOTTING
3994;NO ETIQUETA;IMLDA
3995;NO ETIQUETA;ONLINE-HANDWRITING-RECOGNITION-OF-TIBETAN-CHARACTERS
3996;NO ETIQUETA;SMQDF-CLASSIFIER
3997;NO ETIQUETA;TRANSFORMATION-MATRIX
3998;NO ETIQUETA;RESOLUTION-ANALYSIS
3999;NO ETIQUETA;2D-FUNCTIONAL-CLASSIFIER
4000;NO ETIQUETA;FUZZY-DIRECTIONAL-FEATURES
4001;NO ETIQUETA;ONLINE-HANDWRITTEN-SIGNATURE-VERIFICATION
4002;NO ETIQUETA;STATISTICAL-AND-SEMANTIC-ANALYSIS
4003;NO ETIQUETA;CURVE-SIMILARITY
4004;NO ETIQUETA;SECTIONAL-MATCHING
4005;NO ETIQUETA;WRITING-VARIETY
4006;NO ETIQUETA;ADAPTIVE-THRESHOLD
4007;NO ETIQUETA;CHARACTER-CONFUSION
4008;NO ETIQUETA;CHARACTER-SYNCHRONOUS-DYNAMIC-SEARCH
4009;NO ETIQUETA;ONE-VERSUS-ALL-CLASSIFIERS
4010;NO ETIQUETA;FEATURE-COMPUTATION
4011;NO ETIQUETA;GURMUKHI-STROKES
4012;NO ETIQUETA;JAPANESE-CHARACTER-RECGNITION
4013;NO ETIQUETA;ON-LINE-CHARACTER-RECGNITION
4014;NO ETIQUETA;BI-CHARACTER-MODEL
4015;NO ETIQUETA;COMBINING-OF-ON-LINE-AND-OFF-LINE-FEATURE
4016;NO ETIQUETA;DOCUMENT-CATEGORIZATION
4017;NO ETIQUETA;IRRELEVANT-VARIABILITY-NORMALIZATION
4018;NO ETIQUETA;SAMPLE-SEPARATION-MARGIN
4019;NO ETIQUETA;DTW-DISTANCE
4020;NO ETIQUETA;ONLINE-HANDWRITING-RECOGNITION-STROKE-ORDER-FREE-RECOGNMITION
4021;NO ETIQUETA;STROKE-ORDER-VERIFICATION
4022;NO ETIQUETA;TEMPO-SPATIAL-CONSISTENCY
4023;NO ETIQUETA;10-FOLD-CROSS-VALIDATION
4024;NO ETIQUETA;DE-NOISING
4025;NO ETIQUETA;THREE-STAGE-CLASSIFICATION
4026;NO ETIQUETA;CUBIC-SPLINE-FUNCTIONS
4027;NO ETIQUETA;FREEMAN-CODE
4028;NO ETIQUETA;HIERARCHICAL-DP-SEARCH
4029;NO ETIQUETA;INTER-RADICAL-SCFG
4030;NO ETIQUETA;DOCUMENT-SIMILARITY-ANALYSIS
4031;NO ETIQUETA;INTERPOLATION-OF-MISSING-POINTS
4032;NO ETIQUETA;SHARP-POINT-DETECTION
4033;NO ETIQUETA;NAXI-PICTOGRAPH-DIGITS
4034;NO ETIQUETA;FORWARD-BACKWARD-ALGORITHM
4035;NO ETIQUETA;HIDDEN-SEMI-MARKOV-MODEL
4036;NO ETIQUETA;ON-LINE-HANDWRITTEN-SIGNATURE-VERIFICATION
4037;NO ETIQUETA;CURVE-SEGMENTATION-OF-SIGNATURE
4038;NO ETIQUETA;CHEMICAL-SYMBOL
4039;NO ETIQUETA;MPSR
4040;NO ETIQUETA;2DPCA
4041;NO ETIQUETA;WRITING-CONSTRAINTS
4042;NO ETIQUETA;GAUSSIAN-MIXTURE-MODEL-(GMM)
4043;NO ETIQUETA;LOW-DIMENSIONAL-FEATURES
4044;NO ETIQUETA;MODIFIED-CENTER-DISTANCE-FEATURE
4045;NO ETIQUETA;ON-LINE-HANDWRITTEN-RECOGNITION
4046;NO ETIQUETA;UYGHUR-CHARACTERS
4047;NO ETIQUETA;BASELINE-ESTIMATION
4048;NO ETIQUETA;RESCALING
4049;NO ETIQUETA;LEXICON-DRIVEN-RECOGNITION
4050;NO ETIQUETA;ONLINE-HANDWRITTEN-RECOGNITION
4051;NO ETIQUETA;DISEASE-NAME-RECOGNITION
4052;NO ETIQUETA;ARITHMETIC-EXPRESSIONS
4053;NO ETIQUETA;SYMBOL-RANKING
4054;NO ETIQUETA;1D-LDA
4055;NO ETIQUETA;2D-LDA
4056;NO ETIQUETA;KANNADA-CHARACTER-RECOGNTION
4057;NO ETIQUETA;DIGITIZATION
4058;NO ETIQUETA;FREEHAND-DRAWING
4059;NO ETIQUETA;BENCHMARK-SIGNATURE
4060;NO ETIQUETA;EADTW
4061;NO ETIQUETA;SIGNATURE-HANDWRITTEN
4062;NO ETIQUETA;ONLINE-UYGHUR-HANDWRITING
4063;NO ETIQUETA;WORD-SEPARATION
4064;NO ETIQUETA;MOBILE-APPLICATION
4065;NO ETIQUETA;LAO-CHARACTER-RECOGNITION
4066;NO ETIQUETA;STRATEGY
4067;NO ETIQUETA;DOMINANCE-RELATION
4068;NO ETIQUETA;TABLE-STRUCTURE
4069;NO ETIQUETA;PRECISION-CONSTRAINED-GAUSSIAN-MODEL-(PCGM)
4070;NO ETIQUETA;CONFIDENCE-LEVEL
4071;NO ETIQUETA;PINYIN-SYLLABLE
4072;NO ETIQUETA;CONSTRUCTED-SCRIPT
4073;NO ETIQUETA;SIMPLIFIED-THAI-SCRIPT
4074;NO ETIQUETA;TEXT-INPUT-METHOD
4075;NO ETIQUETA;CMATERDB
4076;NO ETIQUETA;ARTIFICIAL-IMMUNE-RECOGNITION-SYSTEM
4077;NO ETIQUETA;HYBRID-SERIAL-PARALLEL-ENSEMBLE-STRATEGY
4078;NO ETIQUETA;IMPLICIT-LANGUAGE-MODEL
4079;NO ETIQUETA;MULTIPLE-SPATIAL-CONTEXTS
4080;NO ETIQUETA;PATH-SIGNATURE
4081;NO ETIQUETA;CYK-BASED-PARSING
4082;NO ETIQUETA;PROBABILISTIC-SVM
4083;NO ETIQUETA;RECOGNITION-OF-MATHEMATICAL-EXPRESSIONS
4084;NO ETIQUETA;SPATIAL-RELATIONS-OF-MATHEMATICAL-OBJECTS
4085;NO ETIQUETA;STOCHASTIC-CONTEXT-FREE-GRAMMAR
4086;NO ETIQUETA;END-TO-END-FRAMEWORK
4087;NO ETIQUETA;ONLINE-HANDWRITTEN-MATHEMATICAL-EXPRESSION-RECOGNITION-(OHMER)
4088;NO ETIQUETA;VIETNAMESE-ONLINE-HANDWRITING
4089;NO ETIQUETA;EDUCATIONAL-SYSTEM
4090;NO ETIQUETA;PEN-BASED-INTERACTION
4091;NO ETIQUETA;TWO-DIMENSIONAL-STOCHASTIC-CONTEXT-FREE-GRAMMAR
4092;NO ETIQUETA;DISCRIMINATIVE-LINEAR-REGRESSION
4093;NO ETIQUETA;SYNTHESIZED-DATA
4094;NO ETIQUETA;FRACTIONAL-ORDER-DERIVATIVE
4095;NO ETIQUETA;PARKINSON&apos;S-DISEASE-DYSGRAPHIA
4096;NO ETIQUETA;ARCHIMEDEAN-SPIRAL
4097;NO ETIQUETA;BINARY-CLASSIFICATION
4098;NO ETIQUETA;FRACTAL-CALCULUS
4099;NO ETIQUETA;FRACTIONAL-DERIVATIVE
4100;NO ETIQUETA;MEITEI-MAYEK
4101;NO ETIQUETA;HORIZONTAL-ZONE-DIVISION
4102;NO ETIQUETA;COMBINED-FEATURE
4103;NO ETIQUETA;RELIEF-ALGORITHM
4104;NO ETIQUETA;ASSAMESE-DATABASE
4105;NO ETIQUETA;CHARACTER/WORD-RECOGNITION
4106;NO ETIQUETA;UNIPEN-DATABASE
4107;NO ETIQUETA;ADAB
4108;NO ETIQUETA;HANDCRAFTED
4109;NO ETIQUETA;LMCA
4110;NO ETIQUETA;HANDWRITTEN-IN-SPACE
4111;NO ETIQUETA;NATURAL-HUMAN-COMPUTER-INTERACTION
4112;NO ETIQUETA;HANDWRITING-RECOGNITION-BANGLA-CONTINUOUS-ONLINE-HANDWRITTEN-TEXT-RECOGNITION
4113;NO ETIQUETA;K-FOLD-CROSS-VALIDATION
4114;NO ETIQUETA;ZONE-BASED-FEATURES
4115;NO ETIQUETA;KRILL-HERD-OPTIMIZATION
4116;NO ETIQUETA;QUAD-TREE-BASED-IMAGE-SEGMENTATION
4117;NO ETIQUETA;ADAPTIVE-TRAINING
4118;NO ETIQUETA;ADVANCED-MODELING
4119;NO ETIQUETA;HUMAN-STATE-IDENTIFICATION
4120;NO ETIQUETA;INTELLIGENCE-COMPARISON
4121;NO ETIQUETA;NATURAL-INTELLIGENCE
4122;NO ETIQUETA;SIGNER-IDENTIFICATION
4123;NO ETIQUETA;SUBCONSCIOUS-MOVEMENTS
4124;NO ETIQUETA;DISTANCE-BASED-FEATURE
4125;NO ETIQUETA;HANDWRITTEN-BANGLA-SCRIPT
4126;NO ETIQUETA;STROKE-CLASSIFICATION
4127;NO ETIQUETA;AND-PHRASES:-ONLINE-TAMIL-WORDS
4128;NO ETIQUETA;EXPERT-CLASSIFIERS
